,order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category,revenue,quarter,year,month,week_day
2585,1665, Order Returned  , John Lucas             ,2009-05-07,26,1511215,0.05,75561, Technology       , Telephones and Communication   ,1435654,2009Q2,2009,May-2009,Thursday
2587,1953, Order Finished  , Sam Zeldin             ,2010-11-29,13,275280,0.06,16517, Office Supplies  , Binders and Binder Accessories ,258763,2010Q4,2010,November-2010,Monday
2588,2213, Order Returned  , Sam Zeldin             ,2010-01-14,6,80620,0.08,6450, Office Supplies  , Paper                          ,74170,2010Q1,2010,January-2010,Thursday
2589,2368, Order Finished  , Sally Hughsby          ,2010-08-19,36,1017460,0.08,81397, Office Supplies  , Appliances                     ,936063,2010Q3,2010,August-2010,Thursday
2590,2560, Order Finished  , Harold Ryan            ,2012-09-04,32,1462440,0.0,0, Technology       , Computer Peripherals           ,1462440,2012Q3,2012,September-2012,Tuesday
2591,2754, Order Finished  , Philip Brown           ,2009-04-02,16,2855340,0.04,114214, Office Supplies  , Appliances                     ,2741126,2009Q2,2009,April-2009,Thursday
2592,2755, Order Finished  , Jane Waco              ,2012-02-06,30,1472600,0.03,44178, Office Supplies  , Binders and Binder Accessories ,1428422,2012Q1,2012,February-2012,Monday
2593,3333, Order Finished  , Sandra Flanagan        ,2012-09-15,42,1855940,0.08,148475, Office Supplies  , Appliances                     ,1707465,2012Q3,2012,September-2012,Saturday
2594,3460, Order Finished  , Steve Nguyen           ,2011-10-02,27,306460,0.08,24517, Office Supplies  , Storage & Organization         ,281943,2011Q4,2011,October-2011,Sunday
2595,3591, Order Finished  , Herbert Flentye        ,2010-12-07,3,643140,0.01,6431, Office Supplies  , Appliances                     ,636709,2010Q4,2010,December-2010,Tuesday
2596,4006, Order Returned  , Jas O'Carroll          ,2011-01-03,38,2883220,0.06,172993, Office Supplies  , Paper                          ,2710227,2011Q1,2011,January-2011,Monday
2597,4193, Order Finished  , Sandra Flanagan        ,2009-01-08,16,128580,0.07,9001, Office Supplies  , Labels                         ,119579,2009Q1,2009,January-2009,Thursday
2598,4387, Order Finished  , Sandra Flanagan        ,2011-10-22,4,1280420,0.07,89629, Furniture        , Tables                         ,1190791,2011Q4,2011,October-2011,Saturday
2600,4839, Order Finished  , Sally Hughsby          ,2009-05-09,24,318860,0.05,15943, Office Supplies  , Paper                          ,302917,2009Q2,2009,May-2009,Saturday
2601,4935, Order Finished  , Xylona Price           ,2010-05-24,30,213280,0.1,21328, Office Supplies  ," Scissors, Rulers and Trimmers  ",191952,2010Q2,2010,May-2010,Monday
2603,6754, Order Finished  , Bill Overfelt          ,2011-08-11,13,4777272,0.01,47773, Technology       , Telephones and Communication   ,4729499,2011Q3,2011,August-2011,Thursday
2604,7619, Order Finished  , Sally Hughsby          ,2010-10-08,8,283540,0.02,5671, Technology       , Computer Peripherals           ,277869,2010Q4,2010,October-2010,Friday
2606,8006, Order Finished  , Stuart Calhoun         ,2011-06-03,27,394300,0.0,0, Office Supplies  , Paper                          ,394300,2011Q2,2011,June-2011,Friday
2607,8224, Order Finished  , John Grady             ,2012-02-07,41,179540,0.03,5386, Office Supplies  , Pens & Art Supplies            ,174154,2012Q1,2012,February-2012,Tuesday
2608,8323, Order Finished  , Jas O'Carroll          ,2011-09-06,45,1533927,0.05,76696, Technology       , Telephones and Communication   ,1457231,2011Q3,2011,September-2011,Tuesday
2609,8480, Order Finished  , Robert Marley          ,2011-01-29,11,152720,0.07,10690, Office Supplies  , Paper                          ,142030,2011Q1,2011,January-2011,Saturday
2611,9701, Order Returned  , Herbert Flentye        ,2010-02-27,8,207500,0.01,2075, Office Supplies  , Binders and Binder Accessories ,205425,2010Q1,2010,February-2010,Saturday
2612,9926, Order Finished  , Mick Hernandez         ,2009-10-11,25,317660,0.0,0, Furniture        , Office Furnishings             ,317660,2009Q4,2009,October-2009,Sunday
2613,10373, Order Finished  , Sally Hughsby          ,2010-06-25,28,386320,0.03,11590, Office Supplies  , Paper                          ,374730,2010Q2,2010,June-2010,Friday
2614,11111, Order Finished  , Guy Phonely            ,2011-01-17,7,617040,0.1,61704, Furniture        , Office Furnishings             ,555336,2011Q1,2011,January-2011,Monday
2615,11173, Order Finished  , Janet Molinari         ,2012-03-30,37,443320,0.08,35466, Technology       , Computer Peripherals           ,407854,2012Q1,2012,March-2012,Friday
2618,11808, Order Finished  , Tracy Poddar           ,2012-07-31,1,296688,0.06,17801, Furniture        , Tables                         ,278887,2012Q3,2012,July-2012,Tuesday
2619,11874, Order Finished  , Tracy Poddar           ,2012-09-09,1,80580,0.0,0, Technology       , Computer Peripherals           ,80580,2012Q3,2012,September-2012,Sunday
2620,12322, Order Finished  , Jay Kimmel             ,2011-05-11,36,6873800,0.03,206214, Furniture        , Office Furnishings             ,6667586,2011Q2,2011,May-2011,Wednesday
2621,12480, Order Finished  , Steve Nguyen           ,2009-07-07,8,2374020,0.0,0, Furniture        , Bookcases                      ,2374020,2009Q3,2009,July-2009,Tuesday
2622,12516, Order Finished  , Vivek Grady            ,2009-05-24,31,4720860,0.1,472086, Technology       , Office Machines                ,4248774,2009Q2,2009,May-2009,Sunday
2623,13088, Order Finished  , Ben Ferrer             ,2010-04-22,46,375840,0.08,30067, Office Supplies  , Appliances                     ,345773,2010Q2,2010,April-2010,Thursday
2624,13121, Order Finished  , Xylona Price           ,2010-03-07,36,2422000,0.0,0, Technology       , Computer Peripherals           ,2422000,2010Q1,2010,March-2010,Sunday
2626,13413, Order Finished  , Karen Daniels          ,2010-01-29,29,300560,0.04,12022, Office Supplies  , Paper                          ,288538,2010Q1,2010,January-2010,Friday
2627,13447, Order Finished  , Pamela Coakley         ,2010-01-08,24,872967,0.01,8730, Technology       , Telephones and Communication   ,864237,2010Q1,2010,January-2010,Friday
2628,13638, Order Returned  , Steve Nguyen           ,2011-09-30,49,1365540,0.05,68277, Technology       , Computer Peripherals           ,1297263,2011Q3,2011,September-2011,Friday
2629,13761, Order Finished  , Katherine Nockton      ,2009-10-17,32,4842880,0.09,435859, Office Supplies  , Storage & Organization         ,4407021,2009Q4,2009,October-2009,Saturday
2630,14247, Order Finished  , Denny Blanton          ,2011-08-16,4,29500,0.03,885, Office Supplies  , Rubber Bands                   ,28615,2011Q3,2011,August-2011,Tuesday
2631,14755, Order Finished  , Steve Nguyen           ,2010-01-05,31,222960,0.09,20066, Office Supplies  , Pens & Art Supplies            ,202894,2010Q1,2010,January-2010,Tuesday
2632,14854, Order Finished  , Robert Marley          ,2010-04-28,24,782460,0.07,54772, Office Supplies  , Storage & Organization         ,727688,2010Q2,2010,April-2010,Wednesday
2633,15078, Order Finished  , Katherine Nockton      ,2010-11-09,33,414020,0.01,4140, Office Supplies  , Paper                          ,409880,2010Q4,2010,November-2010,Tuesday
2634,15744, Order Finished  , Jas O'Carroll          ,2010-03-21,16,1677620,0.09,150986, Office Supplies  , Paper                          ,1526634,2010Q1,2010,March-2010,Sunday
2635,16454, Order Finished  , Chris Selesnick        ,2012-05-11,12,188780,0.04,7551, Office Supplies  , Binders and Binder Accessories ,181229,2012Q2,2012,May-2012,Friday
2636,16676, Order Finished  , Sally Hughsby          ,2009-03-19,39,1873604,0.07,131152, Technology       , Telephones and Communication   ,1742452,2009Q1,2009,March-2009,Thursday
2637,16897, Order Finished  , Sally Hughsby          ,2012-06-15,1,759600,0.02,15192, Furniture        , Chairs & Chairmats             ,744408,2012Q2,2012,June-2012,Friday
2638,16999, Order Finished  , Stuart Calhoun         ,2009-01-19,18,7136900,0.09,642321, Office Supplies  , Appliances                     ,6494579,2009Q1,2009,January-2009,Monday
2639,17091, Order Finished  , Kean Nguyen            ,2012-07-21,45,5208630,0.0,0, Technology       , Telephones and Communication   ,5208630,2012Q3,2012,July-2012,Saturday
2640,17249, Order Finished  , Matt Connell           ,2010-09-25,37,5823280,0.02,116466, Technology       , Computer Peripherals           ,5706814,2010Q3,2010,September-2010,Saturday
2641,17670, Order Finished  , Sean O'Donnell         ,2009-08-25,14,73040,0.07,5113, Office Supplies  , Labels                         ,67927,2009Q3,2009,August-2009,Tuesday
2642,17797, Order Finished  , Vivek Grady            ,2012-07-10,10,2154560,0.0,0, Furniture        , Bookcases                      ,2154560,2012Q3,2012,July-2012,Tuesday
2643,18213, Order Finished  , Guy Phonely            ,2010-09-10,29,2222460,0.1,222246, Office Supplies  , Paper                          ,2000214,2010Q3,2010,September-2010,Friday
2644,18241, Order Finished  , Denny Blanton          ,2010-07-27,3,129000,0.05,6450, Technology       , Computer Peripherals           ,122550,2010Q3,2010,July-2010,Tuesday
2645,18244, Order Finished  , Chris Selesnick        ,2011-02-11,1,344680,0.0,0, Furniture        , Chairs & Chairmats             ,344680,2011Q1,2011,February-2011,Friday
2646,18465, Order Finished  , Laura Armstrong        ,2010-04-15,12,1632460,0.05,81623, Office Supplies  , Storage & Organization         ,1550837,2010Q2,2010,April-2010,Thursday
2647,18528, Order Finished  , Jas O'Carroll          ,2011-04-30,33,681940,0.07,47736, Office Supplies  , Appliances                     ,634204,2011Q2,2011,April-2011,Saturday
2648,18917, Order Finished  , Steve Nguyen           ,2012-05-03,14,57640,0.08,4611, Office Supplies  , Binders and Binder Accessories ,53029,2012Q2,2012,May-2012,Thursday
2650,19616, Order Returned  , Katherine Nockton      ,2011-12-22,3,184620,0.0,0, Office Supplies  , Pens & Art Supplies            ,184620,2011Q4,2011,December-2011,Thursday
2651,20390, Order Finished  , Sandra Flanagan        ,2009-08-31,35,2542240,0.05,127112, Technology       , Computer Peripherals           ,2415128,2009Q3,2009,August-2009,Monday
2652,20451, Order Finished  , Bill Overfelt          ,2012-05-25,6,107440,0.1,10744, Office Supplies  , Paper                          ,96696,2012Q2,2012,May-2012,Friday
2653,20486, Order Returned  , Alejandro Grove        ,2011-03-05,34,612600,0.07,42882, Office Supplies  , Paper                          ,569718,2011Q1,2011,March-2011,Saturday
2654,20899, Order Returned  , Arthur Prichep         ,2010-04-12,9,990200,0.04,39608, Office Supplies  , Paper                          ,950592,2010Q2,2010,April-2010,Monday
2655,21089, Order Finished  , Vivek Grady            ,2011-07-28,4,1119500,0.07,78365, Furniture        , Chairs & Chairmats             ,1041135,2011Q3,2011,July-2011,Thursday
2656,21634, Order Finished  , Lindsay Shagiari       ,2012-10-28,8,3223460,0.1,322346, Office Supplies  , Appliances                     ,2901114,2012Q4,2012,October-2012,Sunday
2657,21665, Order Finished  , Arthur Prichep         ,2012-10-15,5,949586,0.09,85463, Technology       , Telephones and Communication   ,864123,2012Q4,2012,October-2012,Monday
2658,21729, Order Returned  , Xylona Price           ,2012-12-06,28,241960,0.0,0, Office Supplies  , Binders and Binder Accessories ,241960,2012Q4,2012,December-2012,Thursday
2661,22468, Order Finished  , Steve Nguyen           ,2010-06-10,14,646220,0.0,0, Office Supplies  , Binders and Binder Accessories ,646220,2010Q2,2010,June-2010,Thursday
2662,22626, Order Finished  , John Lucas             ,2010-06-29,17,181860,0.02,3637, Office Supplies  , Paper                          ,178223,2010Q2,2010,June-2010,Tuesday
2663,23205, Order Finished  , Stuart Calhoun         ,2009-05-24,8,639240,0.08,51139, Office Supplies  , Appliances                     ,588101,2009Q2,2009,May-2009,Sunday
2664,23394, Order Finished  , Kean Nguyen            ,2010-04-29,45,203140,0.01,2031, Office Supplies  , Binders and Binder Accessories ,201109,2010Q2,2010,April-2010,Thursday
2665,24390, Order Finished  , Katherine Nockton      ,2012-06-06,2,215340,0.1,21534, Technology       , Computer Peripherals           ,193806,2012Q2,2012,June-2012,Wednesday
2666,24643, Order Finished  , Ben Ferrer             ,2012-04-29,30,4736336,0.0,0, Technology       , Telephones and Communication   ,4736336,2012Q2,2012,April-2012,Sunday
2667,24679, Order Finished  , Janet Molinari         ,2011-05-07,7,67980,0.09,6118, Technology       , Computer Peripherals           ,61862,2011Q2,2011,May-2011,Saturday
2668,25062, Order Finished  , Sally Hughsby          ,2010-10-30,5,157580,0.03,4727, Office Supplies  , Appliances                     ,152853,2010Q4,2010,October-2010,Saturday
2669,25152, Order Returned  , Matt Connell           ,2012-10-15,29,390420,0.07,27329, Office Supplies  , Pens & Art Supplies            ,363091,2012Q4,2012,October-2012,Monday
2674,26852, Order Returned  , Jim Kriz               ,2010-03-06,2,31620,0.06,1897, Office Supplies  , Paper                          ,29723,2010Q1,2010,March-2010,Saturday
2675,27299, Order Finished  , Liz Willingham         ,2012-08-05,41,1604320,0.1,160432, Furniture        , Office Furnishings             ,1443888,2012Q3,2012,August-2012,Sunday
2676,27300, Order Finished  , Stephanie Ulpright     ,2012-09-30,50,6666200,0.1,666620, Technology       , Computer Peripherals           ,5999580,2012Q3,2012,September-2012,Sunday
2677,27557, Order Finished  , Robert Marley          ,2012-02-08,18,112260,0.02,2245, Office Supplies  , Labels                         ,110015,2012Q1,2012,February-2012,Wednesday
2678,27654, Order Finished  , Lindsay Shagiari       ,2010-09-24,12,189660,0.02,3793, Office Supplies  , Envelopes                      ,185867,2010Q3,2010,September-2010,Friday
2679,27684, Order Finished  , John Lucas             ,2011-09-05,1,26080,0.06,1565, Office Supplies  , Pens & Art Supplies            ,24515,2011Q3,2011,September-2011,Monday
2680,27811, Order Finished  , Odella Nelson          ,2011-03-04,31,395180,0.09,35566, Office Supplies  , Binders and Binder Accessories ,359614,2011Q1,2011,March-2011,Friday
2681,28064, Order Finished  , Arthur Prichep         ,2010-09-02,43,1712900,0.03,51387, Office Supplies  , Pens & Art Supplies            ,1661513,2010Q3,2010,September-2010,Thursday
2682,28258, Order Finished  , Denny Blanton          ,2009-03-13,2,402356,0.07,28165, Technology       , Telephones and Communication   ,374191,2009Q1,2009,March-2009,Friday
2683,28321, Order Finished  , Steve Nguyen           ,2010-08-01,28,181000,0.03,5430, Office Supplies  , Labels                         ,175570,2010Q3,2010,August-2010,Sunday
2684,28454, Order Finished  , Sean O'Donnell         ,2012-08-06,25,314800,0.07,22036, Office Supplies  , Paper                          ,292764,2012Q3,2012,August-2012,Monday
2685,29255, Order Finished  , Sally Hughsby          ,2011-12-03,11,1234438,0.03,37033, Technology       , Telephones and Communication   ,1197405,2011Q4,2011,December-2011,Saturday
2686,29383, Order Finished  , Jas O'Carroll          ,2011-11-18,20,314260,0.07,21998, Technology       , Computer Peripherals           ,292262,2011Q4,2011,November-2011,Friday
2687,29507, Order Finished  , Sally Hughsby          ,2012-02-09,14,6099264,0.04,243971, Furniture        , Tables                         ,5855293,2012Q1,2012,February-2012,Thursday
2688,29572, Order Finished  , Sally Hughsby          ,2010-06-03,18,5315120,0.1,531512, Furniture        , Tables                         ,4783608,2010Q2,2010,June-2010,Thursday
2689,29889, Order Finished  , Odella Nelson          ,2009-12-04,44,487000,0.09,43830, Office Supplies  , Pens & Art Supplies            ,443170,2009Q4,2009,December-2009,Friday
2690,29894, Order Finished  , Matt Connell           ,2010-09-07,43,1213960,0.05,60698, Furniture        , Office Furnishings             ,1153262,2010Q3,2010,September-2010,Tuesday
2691,30054, Order Finished  , Alejandro Grove        ,2012-09-01,33,622380,0.03,18671, Furniture        , Office Furnishings             ,603709,2012Q3,2012,September-2012,Saturday
2692,30208, Order Finished  , Lindsay Shagiari       ,2012-07-16,46,3504193,0.1,350419, Technology       , Telephones and Communication   ,3153774,2012Q3,2012,July-2012,Monday
2693,30369, Order Finished  , Denny Blanton          ,2011-03-24,13,153620,0.0,0, Office Supplies  , Paper                          ,153620,2011Q1,2011,March-2011,Thursday
2694,30726, Order Finished  , Harold Ryan            ,2009-11-25,35,1450300,0.05,72515, Office Supplies  , Appliances                     ,1377785,2009Q4,2009,November-2009,Wednesday
2695,30727, Order Finished  , Kean Nguyen            ,2012-07-25,28,2332580,0.07,163281, Office Supplies  , Appliances                     ,2169299,2012Q3,2012,July-2012,Wednesday
2696,30915, Order Finished  , Xylona Price           ,2009-01-16,20,125560,0.04,5022, Office Supplies  , Pens & Art Supplies            ,120538,2009Q1,2009,January-2009,Friday
2697,31072, Order Finished  , Sean O'Donnell         ,2010-11-29,4,1402320,0.08,112186, Office Supplies  , Binders and Binder Accessories ,1290134,2010Q4,2010,November-2010,Monday
2698,31073, Order Returned  , Arthur Prichep         ,2010-07-25,39,3637520,0.02,72750, Furniture        , Office Furnishings             ,3564770,2010Q3,2010,July-2010,Sunday
2699,31138, Order Finished  , Arthur Prichep         ,2009-01-21,37,2502360,0.05,125118, Furniture        , Tables                         ,2377242,2009Q1,2009,January-2009,Wednesday
2700,31173, Order Finished  , Sally Hughsby          ,2012-08-18,24,338708,0.09,30484, Technology       , Telephones and Communication   ,308224,2012Q3,2012,August-2012,Saturday
2701,31812, Order Finished  , Laura Armstrong        ,2011-07-31,14,1187240,0.02,23745, Office Supplies  , Paper                          ,1163495,2011Q3,2011,July-2011,Sunday
2702,32002, Order Finished  , Jim Kriz               ,2010-07-20,37,2392400,0.03,71772, Technology       , Computer Peripherals           ,2320628,2010Q3,2010,July-2010,Tuesday
2703,32323, Order Finished  , Lena Radford           ,2010-07-23,3,57500,0.01,575, Technology       , Computer Peripherals           ,56925,2010Q3,2010,July-2010,Friday
2704,32454, Order Finished  , Ryan Akin              ,2011-03-31,12,167780,0.05,8389, Office Supplies  , Binders and Binder Accessories ,159391,2011Q1,2011,March-2011,Thursday
2705,32516, Order Finished  , Robert Marley          ,2010-10-24,15,87920,0.03,2638, Office Supplies  , Binders and Binder Accessories ,85282,2010Q4,2010,October-2010,Sunday
2706,32608, Order Finished  , Xylona Price           ,2012-05-22,20,2723820,0.05,136191, Office Supplies  , Appliances                     ,2587629,2012Q2,2012,May-2012,Tuesday
2707,33510, Order Returned  , Vivek Grady            ,2011-12-02,42,534120,0.03,16024, Furniture        , Office Furnishings             ,518096,2011Q4,2011,December-2011,Friday
2708,33541, Order Returned  , John Lucas             ,2012-06-19,43,1025560,0.08,82045, Furniture        , Office Furnishings             ,943515,2012Q2,2012,June-2012,Tuesday
2709,33573, Order Finished  , Vivek Grady            ,2010-10-04,15,4545120,0.06,272707, Furniture        , Tables                         ,4272413,2010Q4,2010,October-2010,Monday
2711,34530, Order Finished  , Karen Daniels          ,2010-08-30,22,3032260,0.06,181936, Office Supplies  , Appliances                     ,2850324,2010Q3,2010,August-2010,Monday
2712,34562, Order Finished  , John Lucas             ,2010-08-24,22,1123840,0.1,112384, Technology       , Computer Peripherals           ,1011456,2010Q3,2010,August-2010,Tuesday
2713,35430, Order Finished  , Liz Willingham         ,2010-03-25,16,3671680,0.05,183584, Furniture        , Office Furnishings             ,3488096,2010Q1,2010,March-2010,Thursday
2714,35588, Order Returned  , Cathy Prescott         ,2010-06-13,32,3455580,0.1,345558, Furniture        , Bookcases                      ,3110022,2010Q2,2010,June-2010,Sunday
2716,36130, Order Finished  , Lindsay Shagiari       ,2012-09-13,23,789600,0.1,78960, Technology       , Computer Peripherals           ,710640,2012Q3,2012,September-2012,Thursday
2717,36416, Order Finished  , Sean O'Donnell         ,2009-11-30,44,552000,0.08,44160, Office Supplies  , Paper                          ,507840,2009Q4,2009,November-2009,Monday
2718,36418, Order Finished  , Robert Marley          ,2012-01-27,33,415840,0.08,33267, Office Supplies  , Binders and Binder Accessories ,382573,2012Q1,2012,January-2012,Friday
2719,36517, Order Finished  , Katherine Nockton      ,2010-03-01,18,1755280,0.03,52658, Office Supplies  , Appliances                     ,1702622,2010Q1,2010,March-2010,Monday
2720,36705, Order Returned  , Sam Zeldin             ,2009-06-25,17,2064144,0.06,123849, Furniture        , Tables                         ,1940295,2009Q2,2009,June-2009,Thursday
2721,36833, Order Finished  , Harold Ryan            ,2012-07-11,25,368640,0.0,0, Office Supplies  , Paper                          ,368640,2012Q3,2012,July-2012,Wednesday
2722,36896, Order Finished  , Xylona Price           ,2009-11-03,12,68020,0.0,0, Office Supplies  , Labels                         ,68020,2009Q4,2009,November-2009,Tuesday
2723,37123, Order Finished  , Lena Radford           ,2012-02-18,50,1589160,0.05,79458, Furniture        , Tables                         ,1509702,2012Q1,2012,February-2012,Saturday
2724,37572, Order Returned  , Jas O'Carroll          ,2010-08-03,22,247900,0.01,2479, Office Supplies  , Binders and Binder Accessories ,245421,2010Q3,2010,August-2010,Tuesday
2726,38117, Order Finished  , Mick Hernandez         ,2010-04-20,28,962540,0.01,9625, Office Supplies  , Storage & Organization         ,952915,2010Q2,2010,April-2010,Tuesday
2727,38210, Order Returned  , Ben Ferrer             ,2010-12-12,10,105520,0.09,9497, Office Supplies  , Paper                          ,96023,2010Q4,2010,December-2010,Sunday
2728,38274, Order Finished  , Todd Sumrall           ,2011-06-10,9,2450740,0.08,196059, Furniture        , Chairs & Chairmats             ,2254681,2011Q2,2011,June-2011,Friday
2729,38370, Order Finished  , Sean O'Donnell         ,2011-04-03,50,338260,0.0,0, Office Supplies  , Paper                          ,338260,2011Q2,2011,April-2011,Sunday
2730,38405, Order Finished  , Laura Armstrong        ,2010-07-15,29,416080,0.1,41608, Furniture        , Office Furnishings             ,374472,2010Q3,2010,July-2010,Thursday
2731,38466, Order Finished  , Jane Waco              ,2011-08-17,22,272360,0.08,21789, Office Supplies  , Paper                          ,250571,2011Q3,2011,August-2011,Wednesday
2732,38501, Order Finished  , Guy Phonely            ,2009-04-28,11,157360,0.05,7868, Office Supplies  , Paper                          ,149492,2009Q2,2009,April-2009,Tuesday
2733,38532, Order Finished  , Pamela Coakley         ,2012-07-17,44,256440,0.07,17951, Office Supplies  , Pens & Art Supplies            ,238489,2012Q3,2012,July-2012,Tuesday
2734,38915, Order Finished  , Ben Ferrer             ,2009-09-17,12,193460,0.08,15477, Office Supplies  , Appliances                     ,177983,2009Q3,2009,September-2009,Thursday
2735,38947, Order Finished  , Chris Selesnick        ,2009-11-29,20,614920,0.02,12298, Furniture        , Office Furnishings             ,602622,2009Q4,2009,November-2009,Sunday
2736,39078, Order Finished  , Matt Connell           ,2009-06-23,10,73820,0.07,5167, Office Supplies  , Pens & Art Supplies            ,68653,2009Q2,2009,June-2009,Tuesday
2737,39141, Order Finished  , Jim Kriz               ,2009-05-03,49,2801820,0.09,252164, Office Supplies  , Envelopes                      ,2549656,2009Q2,2009,May-2009,Sunday
2738,39460, Order Finished  , Stephanie Ulpright     ,2009-05-02,25,344840,0.09,31036, Office Supplies  , Binders and Binder Accessories ,313804,2009Q2,2009,May-2009,Saturday
2739,39904, Order Returned  , Alejandro Grove        ,2009-02-02,44,727840,0.0,0, Furniture        , Office Furnishings             ,727840,2009Q1,2009,February-2009,Monday
2741,40100, Order Finished  , Sandra Flanagan        ,2012-02-04,47,2002340,0.0,0, Office Supplies  , Paper                          ,2002340,2012Q1,2012,February-2012,Saturday
2742,40224, Order Finished  , Sally Hughsby          ,2009-06-30,14,1781800,0.05,89090, Furniture        , Office Furnishings             ,1692710,2009Q2,2009,June-2009,Tuesday
2743,40422, Order Finished  , Jim Kriz               ,2011-07-18,39,4384878,0.06,263093, Technology       , Telephones and Communication   ,4121785,2011Q3,2011,July-2011,Monday
2744,40802, Order Returned  , Scott Cohen            ,2012-09-03,28,6722040,0.04,268882, Technology       , Office Machines                ,6453158,2012Q3,2012,September-2012,Monday
2745,40839, Order Finished  , Guy Phonely            ,2012-03-31,23,5464020,0.04,218561, Technology       , Office Machines                ,5245459,2012Q1,2012,March-2012,Saturday
2746,40997, Order Finished  , Odella Nelson          ,2009-04-21,12,764580,0.05,38229, Office Supplies  , Paper                          ,726351,2009Q2,2009,April-2009,Tuesday
2747,41185, Order Finished  , Ben Ferrer             ,2009-12-06,2,37620,0.08,3010, Office Supplies  , Paper                          ,34610,2009Q4,2009,December-2009,Sunday
2748,41253, Order Finished  , Steve Nguyen           ,2009-05-07,5,2910980,0.07,203769, Technology       , Computer Peripherals           ,2707211,2009Q2,2009,May-2009,Thursday
2750,41474, Order Finished  , Matt Connell           ,2009-04-20,35,7281660,0.0,0, Furniture        , Bookcases                      ,7281660,2009Q2,2009,April-2009,Monday
2752,41571, Order Finished  , Katherine Nockton      ,2011-06-06,42,1812140,0.0,0, Office Supplies  , Pens & Art Supplies            ,1812140,2011Q2,2011,June-2011,Monday
2755,42082, Order Finished  , Kean Nguyen            ,2011-12-18,15,152840,0.03,4585, Office Supplies  , Paper                          ,148255,2011Q4,2011,December-2011,Sunday
2756,42279, Order Finished  , Harold Ryan            ,2009-06-30,44,2862000,0.02,57240, Technology       , Computer Peripherals           ,2804760,2009Q2,2009,June-2009,Tuesday
2757,42308, Order Finished  , Sam Zeldin             ,2009-06-12,16,159960,0.09,14396, Furniture        , Office Furnishings             ,145564,2009Q2,2009,June-2009,Friday
2758,42375, Order Returned  , Jas O'Carroll          ,2010-10-01,45,276900,0.03,8307, Office Supplies  , Pens & Art Supplies            ,268593,2010Q4,2010,October-2010,Friday
2759,42851, Order Finished  , Robert Marley          ,2009-06-01,4,48640,0.05,2432, Office Supplies  , Rubber Bands                   ,46208,2009Q2,2009,June-2009,Monday
2760,43585, Order Returned  , Stephanie Ulpright     ,2010-11-10,19,2008360,0.08,160669, Office Supplies  , Paper                          ,1847691,2010Q4,2010,November-2010,Wednesday
2761,43590, Order Finished  , Harold Ryan            ,2009-09-10,24,6237200,0.06,374232, Furniture        , Chairs & Chairmats             ,5862968,2009Q3,2009,September-2009,Thursday
2762,43874, Order Finished  , Mick Hernandez         ,2012-06-10,46,306560,0.09,27590, Office Supplies  , Pens & Art Supplies            ,278970,2012Q2,2012,June-2012,Sunday
2763,45542, Order Finished  , Robert Marley          ,2010-02-07,37,563580,0.04,22543, Office Supplies  , Paper                          ,541037,2010Q1,2010,February-2010,Sunday
2765,45987, Order Finished  , Laura Armstrong        ,2009-03-12,31,262860,0.01,2629, Office Supplies  , Paper                          ,260231,2009Q1,2009,March-2009,Thursday
2766,46052, Order Returned  , Bill Overfelt          ,2009-11-23,37,4748700,0.05,237435, Furniture        , Office Furnishings             ,4511265,2009Q4,2009,November-2009,Monday
2767,46374, Order Finished  , Herbert Flentye        ,2010-07-07,7,3645660,0.08,291653, Furniture        , Tables                         ,3354007,2010Q3,2010,July-2010,Wednesday
2768,46402, Order Finished  , Ryan Akin              ,2011-01-08,27,1652540,0.03,49576, Furniture        , Office Furnishings             ,1602964,2011Q1,2011,January-2011,Saturday
2769,46404, Order Finished  , John Lucas             ,2012-03-04,50,3750829,0.05,187541, Technology       , Telephones and Communication   ,3563288,2012Q1,2012,March-2012,Sunday
2771,46497, Order Returned  , Jane Waco              ,2012-06-19,30,1261080,0.03,37832, Office Supplies  , Pens & Art Supplies            ,1223248,2012Q2,2012,June-2012,Tuesday
2772,47303, Order Finished  , Xylona Price           ,2011-12-05,47,2827640,0.1,282764, Office Supplies  , Binders and Binder Accessories ,2544876,2011Q4,2011,December-2011,Monday
2773,47492, Order Finished  , Bill Overfelt          ,2011-07-23,22,1299420,0.07,90959, Technology       , Computer Peripherals           ,1208461,2011Q3,2011,July-2011,Saturday
2774,47682, Order Finished  , Steve Nguyen           ,2012-11-16,38,6382480,0.0,0, Office Supplies  , Envelopes                      ,6382480,2012Q4,2012,November-2012,Friday
2775,48483, Order Finished  , Steve Nguyen           ,2009-12-10,18,95100,0.0,0, Office Supplies  , Pens & Art Supplies            ,95100,2009Q4,2009,December-2009,Thursday
2776,48961, Order Finished  , John Lucas             ,2009-07-21,24,1041360,0.09,93722, Office Supplies  , Paper                          ,947638,2009Q3,2009,July-2009,Tuesday
2777,49350, Order Finished  , Laura Armstrong        ,2012-08-22,50,750220,0.01,7502, Office Supplies  , Paper                          ,742718,2012Q3,2012,August-2012,Wednesday
2778,49505, Order Finished  , Harold Ryan            ,2009-01-21,12,195480,0.04,7819, Office Supplies  , Binders and Binder Accessories ,187661,2009Q1,2009,January-2009,Wednesday
2779,49797, Order Returned  , Lena Radford           ,2011-03-08,27,682200,0.0,0, Office Supplies  , Appliances                     ,682200,2011Q1,2011,March-2011,Tuesday
